item_name,transaction_type,item_count,date_time
forks,add,10,2024-08-17 10:46:17
forks,add,22,2024-08-17 10:45:33
forks,remove,55,2024-08-17 10:45:32
gloves vinyl,remove,1,2024-08-17 10:45:17
gloves vinyl,remove,7,2024-08-17 10:45:16
gloves poly,remove,4,2024-08-17 10:44:57
gloves poly,remove,5,2024-08-17 10:44:55
gloves poly,add,2,2024-08-17 10:44:55
#2 trays,add,8,2024-08-17 10:44:46
ketchup,add,2,2024-08-17 10:44:22
plumsauce,add,3,2024-08-17 10:44:15
hoisin,remove,3,2024-08-17 10:43:58
teriyaki,remove,2,2024-08-17 10:43:50
vinegar,add,1,2024-08-17 10:43:39
garlic aioli,remove,3,2024-08-17 10:42:49
bbq sauce,remove,2,2024-08-17 10:42:42
franks,add,2,2024-08-17 10:42:23
chipotle sauce,remove,1,2024-08-17 10:42:13
jalapeno,remove,1,2024-08-17 10:42:04
coleslaw dressing,remove,2,2024-08-17 10:41:59
thermal foil wrap,add,1,2024-08-17 10:41:06
checkered basket,remove,5,2024-08-17 10:40:57
lemon juice,remove,2,2024-08-17 10:40:49
200 savaday,add,5,2024-08-17 10:40:30
tortilla,remove,3,2024-08-17 10:40:19
doritos,remove,11,2024-08-17 10:40:07
pot pan detergent,add,2,2024-08-17 10:39:41
beans,remove,3,2024-08-17 10:39:20
banana pepper,remove,1,2024-08-17 10:39:11
oil non stick,remove,1,2024-08-17 10:38:11
quaker batter,remove,1,2024-08-17 10:37:57
belgian waffle,remove,2,2024-08-17 10:37:23
pancake waffle,remove,1,2024-08-17 10:37:07
gravy,add,10,2024-08-17 10:36:56
gravy,add,12,2024-08-17 10:36:53
gravy,add,12,2024-08-17 10:36:48
gravy,add,1,2024-08-17 10:36:48
gravy,remove,100,2024-08-17 10:36:47
salsa,add,2,2024-08-17 10:36:35
salsa,remove,7,2024-08-17 10:36:27
oil,add,4,2024-08-17 10:36:05
oil,remove,60,2024-08-17 10:36:04
prep butter,remove,3,2024-08-17 10:35:08
grill brick,add,1,2024-08-17 10:34:28
9 ounce cups,remove,2,2024-08-17 10:34:04
napkins,remove,2,2024-08-17 10:32:51
paper towels,remove,7,2024-08-17 10:32:33
bleach,add,2,2024-08-17 10:32:22
ketchup,add,3,2024-08-17 10:31:37
ketchup,remove,13,2024-08-17 10:31:36
hand soap,remove,1,2024-08-17 10:31:30
hand soap,remove,5,2024-08-17 10:31:28
hand soap,add,3,2024-08-17 10:31:26
#8,add,24,2024-08-17 10:31:17
#8,remove,35,2024-08-17 10:31:16
#1,add,30,2024-08-17 10:31:05
#1,remove,40,2024-08-17 10:30:58
blueberry filling,remove,5,2024-08-17 10:07:08
blueberry,remove,2,2024-08-17 10:07:04
lobster,remove,3,2024-08-17 10:06:56
avacodo,add,4,2024-08-17 10:06:49
shrimp,add,2,2024-08-17 10:06:38
shrimp,add,8,2024-08-17 10:06:37
shrimp,remove,15,2024-08-17 10:06:33
cheese curds,add,12,2024-08-17 10:06:25
cheese curds,add,4,2024-08-17 10:06:22
thunder chicken,add,12,2024-08-17 10:06:14
thunder chicken,add,29,2024-08-17 10:06:09
thunder chicken,add,6,2024-08-17 10:06:01
thunder chicken,remove,60,2024-08-17 10:05:58
ribeye,add,8,2024-08-17 10:05:50
peameal bacon,add,6,2024-08-17 10:05:04
peameal bacon,add,8,2024-08-17 10:04:59
ground beef,add,14,2024-08-17 10:04:51
hot dog,add,6,2024-08-17 10:04:33
hot dog,add,19,2024-08-17 10:04:26
ramen burger,add,9,2024-08-17 10:04:14
bacon,add,1,2024-08-17 10:03:52
pork,add,11,2024-08-17 10:03:46
chicken fingers,add,6,2024-08-17 10:03:27
bacon,add,13,2024-08-17 10:03:17
avacodo,remove,8,2024-08-17 10:02:53
haddock fish,remove,3,2024-08-17 10:02:44
cheese curds,add,9,2024-08-17 10:02:32
snowcrab,remove,1,2024-08-17 10:02:23
chicken fingers,remove,9,2024-08-17 10:02:17
clam chowder,remove,1,2024-08-17 10:02:01
chili,remove,2,2024-08-17 10:01:58
pork,add,12,2024-08-17 10:01:52
pork,add,1,2024-08-17 10:01:50
pork,add,12,2024-08-17 10:01:49
pork,add,10,2024-08-17 10:01:46
pork,add,16,2024-08-17 10:01:42
apple fritter,add,32,2024-08-17 10:01:29
cheese sauce,remove,1,2024-08-17 09:58:51
tomato,remove,10,2024-08-17 09:57:36
green onion,remove,2,2024-08-17 09:57:19
shredded lettuce,remove,1,2024-08-17 09:57:10
apple fritter,add,8,2024-08-17 09:56:42
apple fritter,remove,50,2024-08-17 09:56:38
cilantro,add,3,2024-08-17 09:56:22
strawberries,add,8,2024-08-17 09:56:01
bean sprouts,remove,2,2024-08-17 09:55:45
cheese cotija,add,3,2024-08-17 09:55:29
chocolate,remove,1,2024-08-17 09:55:23
cheese sliced br,remove,4,2024-08-17 09:55:12
shredded cheese,add,3,2024-08-17 09:51:27
dill,remove,2,2024-08-17 09:48:35
cilantro,remove,4,2024-08-17 09:48:21
cabbage,remove,4,2024-08-17 09:48:15
burger lettuce,add,4,2024-08-17 09:47:35
burger lettuce,add,4,2024-08-17 09:47:28
burger lettuce,remove,15,2024-08-17 09:47:24
eggs,remove,3,2024-08-17 09:47:14
limes,add,1,2024-08-17 09:47:02
relish,remove,1,2024-08-17 09:46:55
sauerkraut,remove,1,2024-08-17 09:46:50
pickles,add,5,2024-08-17 09:46:39
pickles,remove,10,2024-08-17 09:46:38
mayo,add,3,2024-08-17 09:46:20
mayo,remove,10,2024-08-17 09:46:18
sour cream,remove,5,2024-08-17 09:46:07
pico,remove,3,2024-08-17 09:45:57
cheese curds,add,11,2024-08-17 09:45:44
cheese curds,remove,55,2024-08-17 09:45:43
peameal bacon,add,2,2024-08-17 09:45:32
bacon,add,5,2024-08-17 09:45:27
bacon,remove,55,2024-08-17 09:45:24
ground beef,remove,20,2024-08-17 09:45:19
ground beef,add,2,2024-08-17 09:45:19
ribeye,add,2,2024-08-17 09:45:12
hot dog,add,3,2024-08-17 09:45:06
pork,add,20,2024-08-17 09:44:55
ciabatta,add,9,2024-08-17 09:44:34
ciabatta,remove,15,2024-08-17 09:44:33
krispy kreme,add,39,2024-08-17 09:44:18
krispy kreme,remove,1,2024-08-17 09:44:17
fries,add,90,2024-08-17 09:43:43
fries,add,1,2024-08-17 09:43:23
fries,add,60,2024-08-17 09:43:22
fries,add,50,2024-08-17 09:43:19
corn,add,12,2024-08-17 09:43:00
cheese cotija,add,10,2024-08-17 09:42:34
cheese cotija,remove,6,2024-08-17 09:42:32
fries,add,60,2024-08-17 09:42:24
fries,remove,350,2024-08-17 09:42:21
pork,add,20,2024-08-17 09:42:14
pork,remove,100,2024-08-17 09:42:13
chocolate,add,3,2024-08-15 11:17:06
snowcrab,add,3,2024-08-15 08:50:17
old bay,remove,1,2024-08-15 08:49:58
old bay,add,1,2024-08-15 08:49:57
krispy kreme,add,1,2024-08-15 08:49:26
quaker batter,add,1,2024-08-15 08:49:25
lime juice,add,1,2024-08-15 08:49:06
siracha,add,2,2024-08-14 22:36:28
salt packet,add,1,2024-08-14 22:36:06
dill,add,3,2024-08-14 22:23:25
chives,add,1,2024-08-14 22:23:09
paper towels,add,5,2024-08-14 20:02:22
cheese sauce,add,1,2024-08-14 20:02:16
salt box,add,1,2024-08-14 20:02:06
salsa,add,5,2024-08-14 20:01:59
jalapeno,add,5,2024-08-14 20:01:55
oil,add,20,2024-08-14 20:01:33
napkins,add,5,2024-08-14 20:01:24
mustard,add,6,2024-08-14 20:01:19
gravy,add,50,2024-08-14 20:01:13
#8,add,25,2024-08-14 20:01:06
#1,add,25,2024-08-14 20:01:02
forks,add,20,2024-08-14 20:00:55
cheese curds,add,25,2024-08-14 20:00:49
beef burgers,add,1,2024-08-14 20:00:24
bacon,add,20,2024-08-14 20:00:11
avacodo,add,5,2024-08-14 20:00:02
sour cream,add,5,2024-08-14 19:59:54
pickles,add,5,2024-08-14 19:59:47
shredded lettuce,add,5,2024-08-14 19:59:40
fries,add,100,2024-08-14 19:59:32
eggs,add,5,2024-08-14 19:59:24
ground beef,add,10,2024-08-14 19:59:18
pancake waffle,add,3,2024-08-14 19:58:56
oil non stick,add,2,2024-08-14 19:58:49
thermal foil wrap,add,5,2024-08-14 19:58:12
oil,add,5,2024-08-14 19:57:54
belgian waffle,add,3,2024-08-14 19:57:44
ketchup,add,5,2024-08-14 19:57:37
icing sugar,add,1,2024-08-14 19:57:31
blueberry filling,add,5,2024-08-14 19:56:26
#1,add,5,2024-08-14 19:55:57
thunder chicken,add,30,2024-08-14 19:55:42
blueberry,add,5,2024-08-14 19:55:20
beef burgers,add,40,2024-08-14 19:55:09
bacon,add,10,2024-08-14 19:55:03
cheese mozzarella,add,5,2024-08-14 19:54:58
cheese ribbons,add,5,2024-08-14 19:54:37
matcha,add,2,2024-08-14 19:53:32
sesame seed,add,1,2024-08-14 19:53:20
teriyaki,add,5,2024-08-14 19:52:52
hoisin,add,5,2024-08-14 19:52:35
bbq sauce,add,10,2024-08-14 19:52:27
mayo,add,5,2024-08-14 19:52:06
ketchup,add,3,2024-08-14 19:51:59
thunder chicken,add,20,2024-08-14 19:51:51
tomato,add,5,2024-08-14 19:51:44
bean sprouts,add,10,2024-08-14 19:51:38
green onion,add,5,2024-08-14 19:51:30
limes,add,3,2024-08-14 19:51:24
burger lettuce,add,5,2024-08-14 19:51:17
cilantro,add,5,2024-08-14 19:51:06
tortilla,add,10,2024-08-14 19:50:42
sugar,add,1,2024-08-14 19:50:36
chipotle sauce,add,2,2024-08-14 19:49:48
garlic aioli,add,5,2024-08-14 19:48:02
mayo,add,2,2024-08-14 19:47:51
checkered basket,add,5,2024-08-14 19:47:39
lemon juice,remove,1,2024-08-14 19:47:27
lemon juice,add,2,2024-08-14 19:47:26
200 savaday,add,5,2024-08-14 19:47:18
clam chowder,add,2,2024-08-14 19:46:55
shrimp,add,15,2024-08-14 19:46:48
lobster,add,9,2024-08-14 19:46:43
tomato,add,5,2024-08-14 19:46:36
sour cream,add,2,2024-08-14 19:46:32
pico,add,10,2024-08-14 19:46:25
burger lettuce,add,5,2024-08-14 19:46:15
cream,add,2,2024-08-14 19:46:03
red cabbage,add,4,2024-08-14 19:45:56
butter,add,1,2024-08-14 19:45:47
tomato,add,5,2024-08-14 18:09:33
checkered basket,add,3,2024-08-14 18:09:07
200 savaday,add,5,2024-08-14 18:08:52
haddock fish,add,10,2024-08-14 18:08:29
tomato,add,5,2024-08-14 18:08:20
whip cream,add,2,2024-08-14 18:08:15
foil,add,2,2024-08-14 18:06:55
saran wrap,add,2,2024-08-14 18:06:28
paper towels,add,2,2024-08-14 18:06:16
pepper packet,add,1,2024-08-14 18:06:11
foil,add,2,2024-08-14 18:05:57
tajin,add,2,2024-08-14 18:05:51
bbq sauce dip,add,4,2024-08-14 18:05:34
banana pepper,add,5,2024-08-14 18:05:20
oil veggie butter,add,5,2024-08-14 18:05:11
oil,add,6,2024-08-14 18:04:30
napkins,add,2,2024-08-14 18:03:36
mustard,add,5,2024-08-14 18:03:31
mayo,add,3,2024-08-14 18:03:24
ketchup,add,5,2024-08-14 18:03:19
lemon juice,add,2,2024-08-14 18:02:52
gloves vinyl,add,5,2024-08-14 18:02:29
gloves poly,add,5,2024-08-14 18:02:25
forks,add,5,2024-08-14 18:02:17
9 ounce cups,add,5,2024-08-14 18:02:04
coconut shred,add,2,2024-08-14 18:01:36
coconut shred,add,2,2024-08-14 18:01:30
fries,add,200,2024-08-14 18:00:07
fries,add,50,2024-08-14 17:59:40
fries,remove,250,2024-08-14 17:59:39
chili,add,5,2024-08-14 17:12:21
thunder chicken,add,10,2024-08-14 17:12:12
chicken fingers,add,10,2024-08-14 17:12:07
cheese curds,add,5,2024-08-14 17:10:17
bacon,add,5,2024-08-14 17:10:09
sauerkraut,add,3,2024-08-14 17:09:58
relish,add,2,2024-08-14 17:08:58
burger lettuce,add,5,2024-08-14 17:08:46
fries,add,50,2024-08-14 17:08:25
eggs,add,4,2024-08-14 17:08:19
cheese cotija,add,6,2024-08-14 17:08:13
cheese sliced br,add,5,2024-08-14 17:07:36
water,add,50,2024-08-14 17:06:33
paper towels,add,10,2024-08-14 17:06:25
salt box,add,2,2024-08-14 17:06:19
salsa,add,10,2024-08-14 17:05:49
oil,add,40,2024-08-14 17:05:43
mustard,add,2,2024-08-14 17:05:37
gravy,add,50,2024-08-14 17:05:31
#8,add,10,2024-08-14 17:05:20
#1,add,10,2024-08-14 17:05:15
dish soap,add,3,2024-08-14 17:04:55
forks,add,20,2024-08-14 17:04:48
doritos,add,20,2024-08-14 17:04:09
cheese curds,add,25,2024-08-14 17:04:02
bacon,add,20,2024-08-14 17:03:51
avacodo,add,10,2024-08-14 17:03:44
sour cream,add,5,2024-08-14 17:03:36
pickles,add,5,2024-08-14 17:03:16
fries,add,200,2024-08-14 17:03:10
ground beef,add,10,2024-08-14 17:03:02
saran wrap,add,10,2024-08-14 17:02:38
hand soap,add,5,2024-08-14 17:02:23
pan liner,add,1,2024-08-14 17:02:16
gloves vinyl,add,20,2024-08-14 16:58:43
gloves poly,add,10,2024-08-14 16:58:37
coleslaw dressing,add,10,2024-08-14 16:58:08
knife,add,10,2024-08-14 16:57:51
forks,add,10,2024-08-14 16:57:14
beans,add,10,2024-08-14 16:56:44
pork,add,100,2024-08-14 16:56:36
sour cream,add,5,2024-08-14 16:56:18
wowbutter,remove,1,2024-08-14 16:55:56
white onion,remove,2,2024-08-14 16:55:53
water,remove,9,2024-08-14 16:55:51
vinegar,remove,3,2024-08-14 16:55:49
tortilla,remove,5,2024-08-14 16:55:46
tomato,remove,12,2024-08-14 16:55:44
tofu,remove,1,2024-08-14 16:55:43
thermal foil wrap,remove,2,2024-08-14 16:55:40
supreme crunch,remove,35,2024-08-14 16:55:39
sugar,remove,2,2024-08-14 16:55:38
sour cream,remove,5,2024-08-14 16:55:37
snowcrab,remove,3,2024-08-14 16:55:33
saran wrap,remove,4,2024-08-14 16:55:32
siracha,remove,1,2024-08-14 16:55:31
shrimp,remove,5,2024-08-14 16:55:29
shredded lettuce,remove,2,2024-08-14 16:55:28
shredded cheese,remove,3,2024-08-14 16:55:27
salt packet,remove,2,2024-08-14 16:55:26
salsa,remove,5,2024-08-14 16:55:22
relish,remove,2,2024-08-14 16:55:21
red cabbage,remove,3,2024-08-14 16:55:19
pretzel,remove,4,2024-08-14 16:55:18
pork,remove,100,2024-08-14 16:55:17
plumsauce,remove,8,2024-08-14 16:55:15
plastic portion,remove,1,2024-08-14 16:55:11
pico,remove,2,2024-08-14 16:55:10
pickles,remove,5,2024-08-14 16:55:09
pepper packet,remove,2,2024-08-14 16:55:07
peameal bacon,remove,11,2024-08-14 16:55:05
paper towels,remove,2,2024-08-14 16:55:04
pancake waffle,remove,3,2024-08-14 16:55:00
pan liner,remove,1,2024-08-14 16:54:58
pad thai,remove,2,2024-08-14 16:54:57
oil,remove,39,2024-08-14 16:54:55
napkins,remove,3,2024-08-14 16:54:52
mustard,remove,14,2024-08-14 16:54:51
mayo,remove,2,2024-08-14 16:54:49
lemon juice,remove,1,2024-08-14 16:54:47
lemon,remove,1,2024-08-14 16:54:46
kimchi,remove,4,2024-08-14 16:54:44
ketchup,remove,2,2024-08-14 16:54:42
jalapeno,remove,4,2024-08-14 16:54:41
icing sugar,remove,1,2024-08-14 16:54:39
hot dog,remove,39,2024-08-14 16:54:37
hand soap,remove,2,2024-08-14 16:54:34
hoisin,remove,2,2024-08-14 16:54:34
ground beef,remove,4,2024-08-14 16:54:32
grill brick,remove,1,2024-08-14 16:54:28
green onion,remove,3,2024-08-14 16:54:26
gravy,remove,23,2024-08-14 16:54:25
gloves,remove,1,2024-08-14 16:54:24
garlic aioli,remove,9,2024-08-14 16:54:22
fries,remove,150,2024-08-14 16:54:21
forks,remove,16,2024-08-14 16:54:18
franks,remove,2,2024-08-14 16:54:18
foil,remove,2,2024-08-14 16:54:16
eggs,remove,4,2024-08-14 16:54:14
doritos,remove,6,2024-08-14 16:54:14
dish soap,remove,2,2024-08-14 16:54:10
cream,remove,1,2024-08-14 16:54:09
clean green pot,remove,2,2024-08-14 16:54:07
coleslaw dressing,remove,4,2024-08-14 16:54:07
cilantro,remove,3,2024-08-14 16:53:14
chili,remove,1,2024-08-14 16:53:11
chicken breast,remove,12,2024-08-14 16:53:10
cheese sliced br,remove,2,2024-08-14 16:53:08
cheese sauce,remove,1,2024-08-14 16:53:07
cheese ribbons,remove,1,2024-08-14 16:53:06
cheese mozzarella,remove,1,2024-08-14 16:53:05
cheese curds,remove,22,2024-08-14 16:53:02
checkered basket,remove,4,2024-08-14 16:52:59
carrots,remove,2,2024-08-14 16:52:56
burger lettuce,remove,7,2024-08-14 16:52:30
bleach,remove,8,2024-08-14 16:52:27
beyond burger,remove,3,2024-08-14 16:52:26
beef burgers,remove,20,2024-08-14 16:52:24
beans,remove,2,2024-08-14 16:52:22
bean sprouts,remove,4,2024-08-14 16:52:20
banana pepper,remove,2,2024-08-14 16:52:18
bacon,remove,17,2024-08-14 16:52:16
avacodo,remove,2,2024-08-14 16:52:14
red onions,remove,3,2024-08-14 16:52:10
quaker batter,remove,1,2024-08-14 16:52:09
krispy kreme,remove,48,2024-08-14 16:52:06
haddock fish,remove,11,2024-08-14 16:52:03
belgian waffle,remove,1,2024-08-14 16:52:00
bbq sauce,remove,3,2024-08-14 16:51:58
bbq sauce dip,remove,8,2024-08-14 16:51:56
5 piece cutlery,remove,1,2024-08-14 16:51:53
#8,remove,9,2024-08-14 16:51:51
200 savaday,remove,6,2024-08-14 16:51:50
#2,remove,7,2024-08-14 16:51:45
#1,remove,7,2024-08-14 16:51:44
pork,add,100,2024-08-14 16:51:39
pork,remove,43,2024-08-14 16:51:34
apple fritter,add,50,2024-08-14 16:51:26
ciabatta,add,10,2024-08-14 16:51:03
sour cream,remove,2,2024-08-14 16:50:56
cabbage,add,5,2024-08-14 16:50:48
cabbage,remove,2,2024-08-14 16:50:47
salsa,add,5,2023-09-01 12:38:28
foil,remove,1,2023-09-01 11:39:26
tortilla,remove,1,2023-09-01 11:39:06
sugar,add,1,2023-09-01 11:38:55
saran wrap,remove,1,2023-09-01 11:38:48
salsa,remove,3,2023-09-01 11:38:16
plastic portion,remove,1,2023-09-01 11:38:06
plastic portion,remove,2,2023-09-01 11:38:06
pad thai,remove,1,2023-09-01 11:37:09
ketchup,remove,2,2023-09-01 11:36:45
hoisin,remove,1,2023-09-01 11:36:29
gravy,add,1,2023-09-01 11:36:06
forks,remove,24,2023-09-01 11:35:45
beans,remove,1,2023-09-01 11:34:21
bbq sauce,remove,1,2023-09-01 11:34:02
#8,remove,4,2023-09-01 11:33:46
200 savaday,remove,1,2023-09-01 11:33:33
#2,remove,3,2023-09-01 11:33:27
#1,remove,1,2023-09-01 11:33:18
shrimp,add,5,2023-09-01 11:31:20
beyond burger,remove,1,2023-09-01 11:31:14
supreme crunch,add,35,2023-09-01 11:31:07
avacodo,add,2,2023-09-01 11:30:33
chili,add,1,2023-09-01 11:30:29
bacon,add,12,2023-09-01 11:30:21
beef burgers,add,18,2023-09-01 11:30:15
ground beef,add,2,2023-09-01 11:29:59
chicken breast,add,12,2023-09-01 11:29:53
haddock fish,add,11,2023-09-01 11:29:39
snowcrab,add,3,2023-09-01 11:29:29
cheese curds,add,12,2023-09-01 11:29:14
water,remove,11,2023-09-01 11:28:55
supreme crunch,remove,42,2023-09-01 11:28:42
sour cream,add,1,2023-09-01 11:28:38
softshell crab,remove,2,2023-09-01 11:28:32
snowcrab,remove,5,2023-09-01 11:28:30
shrimp,remove,9,2023-09-01 11:28:25
shredded lettuce,remove,1,2023-09-01 11:28:22
ribeye,remove,1,2023-09-01 11:28:11
red cabbage,remove,2,2023-09-01 11:28:06
pork,add,21,2023-09-01 11:27:55
pork,add,4,2023-09-01 11:27:32
pork,add,18,2023-09-01 11:27:29
pork,remove,74,2023-09-01 11:27:20
lobster,remove,5,2023-09-01 11:26:53
kimchi,remove,2,2023-09-01 11:26:44
hot dog,add,39,2023-09-01 11:26:21
hot dog,remove,12,2023-09-01 11:26:20
green onion,remove,1,2023-09-01 11:25:52
butter,remove,1,2023-09-01 11:25:37
dill,remove,2,2023-09-01 11:25:21
clam chowder,remove,2,2023-09-01 11:25:18
chili,remove,5,2023-09-01 11:24:53
chives,remove,2,2023-09-01 11:24:49
chicken breast,remove,17,2023-09-01 11:24:37
cabbage,remove,3,2023-09-01 11:24:18
beef burgers,add,2,2023-09-01 11:24:05
beef burgers,remove,31,2023-09-01 11:23:59
bean sprouts,remove,1,2023-09-01 11:23:56
bacon,add,5,2023-09-01 11:23:39
bacon,remove,24,2023-09-01 11:23:30
avacodo,remove,3,2023-09-01 11:23:29
haddock fish,remove,10,2023-09-01 11:23:21
ground beef,remove,6,2023-09-01 11:23:07
pretzel,remove,1,2023-09-01 11:23:01
pico,remove,4,2023-09-01 11:22:53
sour cream,remove,4,2023-09-01 11:22:42
relish,remove,1,2023-09-01 11:22:25
pickles,remove,5,2023-09-01 11:22:20
mayo,remove,1,2023-09-01 11:22:10
shredded cheese,remove,1,2023-09-01 11:21:57
red onions,remove,1,2023-09-01 11:21:51
cheese mozzarella,remove,1,2023-09-01 11:21:29
cheese curds,add,10,2023-09-01 11:20:56
cheese curds,remove,34,2023-09-01 11:20:55
peameal bacon,add,6,2023-09-01 11:20:45
burger lettuce,remove,4,2023-09-01 11:20:22
tomato,add,3,2023-09-01 11:20:13
tomato,add,3,2023-09-01 11:20:12
fries,add,150,2023-09-01 11:19:47
fries,remove,210,2023-09-01 11:19:16
ciabatta,add,1,2023-08-31 13:11:53
fries,add,90,2023-08-31 13:11:24
salsa,remove,3,2023-08-31 13:07:30
paper towels,remove,2,2023-08-31 13:07:12
pad thai,add,1,2023-08-31 13:06:55
oil,add,14,2023-08-31 13:06:50
napkins,remove,3,2023-08-31 13:06:31
ketchup,remove,3,2023-08-31 13:06:13
jalapeno,add,2,2023-08-31 13:06:00
hoisin,add,1,2023-08-31 13:05:45
gravy,remove,2,2023-08-31 13:05:36
gravy,remove,4,2023-08-31 13:05:35
gravy,remove,8,2023-08-31 13:05:33
gloves,add,1,2023-08-31 13:06:12
doritos,add,4,2023-08-31 13:04:45
checkered basket,remove,1,2023-08-31 13:04:21
beans,remove,1,2023-08-31 13:04:06
belgian waffle,remove,1,2023-08-31 13:03:46
bbq sauce,remove,1,2023-08-31 13:03:44
5 piece cutlery,remove,2,2023-08-31 13:03:33
#8,remove,2,2023-08-31 12:58:34
#1,remove,4,2023-08-31 12:58:24
haddock fish,remove,1,2023-08-30 12:43:09
hot dog,remove,6,2023-08-30 12:42:21
cheese curds,add,8,2023-08-30 12:42:12
shrimp,add,9,2023-08-30 12:22:27
avacodo,add,3,2023-08-30 12:22:18
snowcrab,add,5,2023-08-30 12:22:02
softshell crab,add,2,2023-08-30 12:21:57
clam chowder,add,2,2023-08-30 12:21:49
chili,add,5,2023-08-30 12:21:41
bacon,add,15,2023-08-30 12:21:29
ground beef,add,7,2023-08-30 12:21:19
beef burgers,add,18,2023-08-30 12:21:10
pork,add,40,2023-08-30 12:21:00
hot dog,add,18,2023-08-30 12:20:47
cheese curds,add,26,2023-08-30 12:20:02
chicken breast,add,14,2023-08-30 12:19:49
supreme crunch,add,23,2023-08-30 12:19:33
lobster,add,5,2023-08-30 12:19:14
bacon,add,2,2023-08-30 12:08:07
chili,remove,4,2023-08-30 12:07:33
chili,add,2,2023-08-30 12:07:32
bacon,add,7,2023-08-30 12:07:09
pork,add,12,2023-08-30 12:06:11
pork,add,16,2023-08-30 12:06:07
pork,add,6,2023-08-30 12:06:03
beef burgers,add,13,2023-08-30 12:05:37
water,add,20,2023-08-30 12:05:07
tomato,add,6,2023-08-30 12:04:52
tofu,remove,1,2023-08-30 12:04:44
supreme crunch,remove,8,2023-08-30 12:04:39
sour cream,remove,4,2023-08-30 12:04:25
softshell crab,remove,3,2023-08-30 12:04:20
snowcrab,remove,6,2023-08-30 12:04:18
shrimp,remove,6,2023-08-30 12:04:15
shredded cheese,remove,1,2023-08-30 12:04:08
ribeye,remove,1,2023-08-30 12:03:56
pork,remove,90,2023-08-30 12:03:41
peameal bacon,remove,5,2023-08-30 12:03:29
bean sprouts,add,1,2023-08-30 12:02:28
lobster,remove,7,2023-08-30 12:01:56
kimchi,remove,1,2023-08-30 12:01:50
hot dog,remove,24,2023-08-30 12:01:32
ground beef,remove,8,2023-08-30 12:01:19
green onion,add,4,2023-08-30 12:01:13
fries,remove,80,2023-08-30 12:00:57
eggs,remove,2,2023-08-30 12:00:43
clam chowder,remove,1,2023-08-30 12:00:32
ciabatta,remove,2,2023-08-30 12:00:26
chives,remove,1,2023-08-30 12:00:19
chicken breast,add,3,2023-08-30 12:00:10
chicken breast,remove,22,2023-08-30 12:00:09
cheese mozzarella,remove,1,2023-08-30 11:59:57
cheese curds,remove,41,2023-08-30 11:59:54
cabbage,add,2,2023-08-30 11:59:44
beef burgers,remove,30,2023-08-30 11:58:50
bean sprouts,add,1,2023-08-30 11:58:41
bacon,remove,34,2023-08-30 11:58:23
avacodo,remove,2,2023-08-30 11:58:22
bomba chicken,remove,1,2023-08-30 11:57:49
grill brick,add,1,2023-08-30 11:53:53
water,remove,33,2023-08-30 11:53:10
tortilla,remove,1,2023-08-30 11:53:00
salsa,add,4,2023-08-30 11:52:26
plumsauce,add,4,2023-08-30 11:52:11
paper towels,remove,1,2023-08-30 11:51:54
old bay,remove,3,2023-08-30 11:51:41
oil,remove,5,2023-08-30 11:51:33
napkins,remove,3,2023-08-30 11:51:26
ketchup,add,5,2023-08-30 11:51:13
jalapeno,remove,1,2023-08-30 11:50:56
gravy,remove,2,2023-08-30 11:50:37
gravy,remove,16,2023-08-30 11:50:35
gloves,remove,4,2023-08-30 11:50:21
doritos,remove,6,2023-08-30 11:50:01
checkered basket,remove,1,2023-08-30 11:49:31
belgian waffle,add,1,2023-08-30 11:48:54
bbq sauce,remove,1,2023-08-30 11:48:47
5 piece cutlery,remove,1,2023-08-30 11:48:37
5 piece cutlery,remove,1,2023-08-30 11:48:29
#8,remove,3,2023-08-30 11:48:26
#2,add,8,2023-08-30 11:48:11
#1,remove,2,2023-08-30 11:47:54
salt box,remove,1,2023-08-29 12:19:49
salt box,remove,1,2023-08-29 12:19:47
supreme crunch,add,17,2023-08-29 11:54:26
pork,add,19,2023-08-29 11:54:08
pork,add,24,2023-08-29 11:53:54
chicken breast,add,3,2023-08-29 11:53:31
beef burgers,add,18,2023-08-29 11:53:21
chicken breast,add,15,2023-08-29 11:52:31
avacodo,add,2,2023-08-29 11:52:21
cheese curds,add,24,2023-08-29 11:52:16
shrimp,add,6,2023-08-29 11:51:22
hot dog,add,18,2023-08-29 11:51:12
bacon,add,15,2023-08-29 11:50:59
bacon,add,15,2023-08-29 11:50:49
lobster,add,7,2023-08-29 11:50:39
ground beef,add,7,2023-08-29 11:50:28
chili,add,2,2023-08-29 11:50:18
clam chowder,add,1,2023-08-29 11:50:13
softshell crab,add,3,2023-08-29 11:50:06
snowcrab,add,6,2023-08-29 11:50:01
haddock fish,add,11,2023-08-29 11:49:52
cheese curds,add,17,2023-08-29 11:47:55
beef burgers,add,12,2023-08-29 11:47:34
bacon,add,4,2023-08-29 11:47:17
hot dog,add,6,2023-08-29 11:47:11
pork,add,9,2023-08-29 11:46:45
pork,add,16,2023-08-29 11:46:43
pork,add,16,2023-08-29 11:46:40
pork,add,6,2023-08-29 11:46:37
ground beef,add,2,2023-08-29 11:46:22
chicken breast,add,4,2023-08-29 11:46:14
supreme crunch,add,10,2023-08-29 11:46:09
supreme crunch,remove,33,2023-08-29 11:45:39
snowcrab,remove,2,2023-08-29 11:45:30
shrimp,remove,3,2023-08-29 11:45:28
